	disease	gene	class	score
548	MESH:D019337	347734	1	0.3590095772859653
11820	MESH:D016584	121278	1	0.3589426728631202
13583	MESH:D008545	4072	0	0.35887145949889715
5149	MESH:D003922	3123	1	0.3588462442516163
1263	MESH:D010051	7980	1	0.3588124583928739
13673	MESH:D001321	1815	0	0.35872459355990044
7950	MESH:D001714	91752	1	0.35864705165880056
3309	MESH:D001749	2950	1	0.3585837037235184
5369	MESH:D001172	4982	1	0.35856810235929315
8632	MESH:D006973	22796	1	0.3585564936965288
3794	MESH:D003110	4436	1	0.3583894823763216
6224	MESH:D009765	6934	1	0.3582421365025513
6294	MESH:D009765	51141	1	0.3581990934660393
19011	MESH:D007680	4864	0	0.35818534824712617
7173	MESH:D012559	2033	1	0.3581013113844541
1704	MESH:D001943	8614	1	0.3577973280362506
12093	MESH:D001172	5917	0	0.3577882262108547
7766	MESH:D010300	23400	1	0.35777044049519263
14462	MESH:D010051	3480	0	0.3576878199304146
6108	MESH:D009765	3290	1	0.3576747249002503
11379	MESH:D053040	56606	1	0.3575218926240626
10099	MESH:D004827	6334	1	0.3573231792435385
11381	MESH:D053040	116085	1	0.3572679437335958
7869	MESH:D001714	627	1	0.3571543472787635
11269	MESH:D010195	885	1	0.3570721267807349
10275	MESH:D006509	920	1	0.3569848333862508
3813	MESH:D003110	7298	1	0.35690100305445377
3976	MESH:D008654	4771	1	0.3567532067282944
1927	MESH:D005910	3925	1	0.3567120657374577
6210	MESH:D009765	6462	1	0.3566205252645566
688	MESH:D007680	999	1	0.3566088846890592
11411	MESH:D010518	3929	1	0.3565870551541826
1205	MESH:D010051	3623	1	0.3565260479635849
464	MESH:D019337	23532	1	0.3564670055818866
5472	MESH:D001172	59067	1	0.3564512542729573
7560	MESH:D000544	7276	1	0.3561133635257281
3305	MESH:D001749	2261	1	0.3559826368854795
11329	MESH:D010195	5967	1	0.35597960601798273
1742	MESH:D001943	10481	1	0.35597347037688803
11062	MESH:D009290	3356	1	0.3559020675235873
7259	MESH:D012559	5999	1	0.35589403791605706
6357	MESH:D002446	973	1	0.35580240923252665
749	MESH:D007680	4233	1	0.3557194561253404
4008	MESH:D008545	999	1	0.3557008713302727
3318	MESH:D001749	3845	1	0.3556651728458664
9363	MESH:D007037	7068	1	0.3553984481286538
1355	MESH:D001943	673	1	0.355303307880625
7119	MESH:D001249	64806	1	0.35513861047488704
3136	MESH:D013274	5743	1	0.3550673113735471
1519	MESH:D001943	3845	1	0.3549347991394816
11640	MESH:D000740	3077	1	0.3548149387136618
4321	MESH:D005185	675	1	0.3546562496217797
4637	MESH:D009103	5354	1	0.3546286547894635
1756	MESH:D001943	11186	1	0.35458001134864275
7815	MESH:D003876	3605	1	0.3544953936665646
10388	MESH:D029424	6441	1	0.35444124521145004
4204	MESH:D008545	7424	1	0.3544096390621309
6433	MESH:D008180	1401	1	0.35429129134697696
8026	MESH:D011085	2661	1	0.35424393322712466
1020	MESH:D012878	1029	1	0.3540835294454211
18668	MESH:D005910	2146	0	0.3540462092138004
7623	MESH:D006111	3123	1	0.3539787376384002
9836	MESH:D053713	268	1	0.3539579672215231
9841	MESH:D053713	2492	1	0.35391360393428273
9033	MESH:D000690	400916	1	0.3537706660698323
11813	MESH:D016584	3356	1	0.35375465411274937
1813	MESH:D001943	79728	1	0.3537332282269808
4206	MESH:D008545	7490	1	0.3536221551374125
6133	MESH:D009765	3990	1	0.35359695024599025
10035	MESH:D004827	4204	1	0.3532517116756521
6276	MESH:D009765	22796	1	0.3532280024457388
6534	MESH:D008180	50943	1	0.3531501053989482
2995	MESH:D013274	595	1	0.3531365513420625
4319	MESH:D008545	340273	1	0.3530852826646961
6544	MESH:D008180	64135	1	0.35299493942059895
6366	MESH:D002446	3119	1	0.3529260942522038
927	MESH:D010190	3375	1	0.35291850906769456
9159	MESH:D050197	5054	1	0.35289725191100396
3088	MESH:D013274	4089	1	0.35283190622737537
10973	MESH:D002311	4625	1	0.35279550008908256
1227	MESH:D010051	5290	1	0.3527805308850868
11589	MESH:D000740	1440	1	0.35276480375198904
6254	MESH:D009765	8862	1	0.35256217639550064
1258	MESH:D010051	7298	1	0.3525487391890699
9208	MESH:D050197	10911	1	0.3522476054298329
6863	MESH:D024821	3952	1	0.3521660000519521
6748	MESH:D014820	4286	1	0.35202861838665256
1757	MESH:D001943	11200	1	0.3520243888222081
6514	MESH:D008180	8741	1	0.35193582063762563
1683	MESH:D001943	7424	1	0.35181640550777205
5323	MESH:D001172	3552	1	0.35175999282781445
3209	MESH:D013274	10550	1	0.3517427063366921
8043	MESH:D011085	3667	1	0.3516927783340418
10399	MESH:D029424	7356	1	0.35167361536208963
1541	MESH:D001943	4233	1	0.3516546702366312
1605	MESH:D001943	5728	1	0.3515314844183249
4185	MESH:D008545	6663	1	0.3514430100552542
7818	MESH:D003876	4014	1	0.3514082593021021
11140	MESH:D054990	6440	1	0.3511720277594085
3035	MESH:D013274	1806	1	0.3510531037739449
5486	MESH:D001172	115352	1	0.3509613896708024
6396	MESH:D002446	149233	1	0.3508981040033669
7182	MESH:D012559	2571	1	0.3507797265665073
6297	MESH:D009765	51738	1	0.35075565149129995
8414	MESH:D006973	3630	1	0.35054157916660483
5184	MESH:D003922	5799	1	0.3505088600370529
6456	MESH:D008180	3439	1	0.3504342433854085
1962	MESH:D005910	5728	1	0.35042805771670604
6422	MESH:D008180	959	1	0.35036325081040165
6300	MESH:D009765	54903	1	0.3503215672031906
1237	MESH:D010051	5728	1	0.3502825207858337
9155	MESH:D050197	4846	1	0.3501372505130784
741	MESH:D007680	3815	1	0.35011730491126675
4752	MESH:D003924	1071	1	0.34995877767387185
1211	MESH:D010051	4233	1	0.3498006202463849
7916	MESH:D001714	6531	1	0.3497458098941153
4397	MESH:D001650	3845	1	0.3496596108937141
6502	MESH:D008180	7124	1	0.3496278235585125
1440	MESH:D001943	2194	1	0.3495359999823033
9098	MESH:D050197	1401	1	0.34948532941985244
8162	MESH:D011085	93659	1	0.34948470816013283
6444	MESH:D008180	2212	1	0.3494061074400401
7948	MESH:D001714	84062	1	0.3493436699304782
4781	MESH:D003924	2695	1	0.34932877944673074
6909	MESH:D024821	116519	1	0.349191001535818
11391	MESH:D010518	1401	1	0.3491029275266728
15376	MESH:D013274	2305	0	0.3489861588463697
2773	MESH:D011471	7157	1	0.3489825181747605
6075	MESH:D009765	2645	1	0.3488163899151604
10535	MESH:D007676	7369	1	0.34878369632950035
9024	MESH:D000690	80208	1	0.3487604923649426
3340	MESH:D001749	5728	1	0.34869945076442643
4164	MESH:D008545	5728	1	0.3486641629795446
7940	MESH:D001714	27185	1	0.3486438891636469
7210	MESH:D012559	3358	1	0.3486067559512394
8435	MESH:D006973	4018	1	0.34860599249063323
5082	MESH:D003093	55054	1	0.34859885795208745
9139	MESH:D050197	3931	1	0.3485737481210359
7476	MESH:D000544	2896	1	0.3483794655760421
3359	MESH:D001749	7379	1	0.34836317878381595
1001	MESH:D010190	10232	1	0.34832050182475355
7008	MESH:D001249	3567	1	0.3482758469643064
4405	MESH:D001650	4583	1	0.34805862163418555
7597	MESH:D000544	54209	1	0.3480386613470848
587	MESH:D001932	4613	1	0.3479940842717626
4136	MESH:D008545	4838	1	0.34792022968577857
10629	MESH:D016640	4544	1	0.3478624596005284
6875	MESH:D024821	5919	1	0.34769532561345434
4193	MESH:D008545	7015	1	0.3476467774580897
11409	MESH:D010518	3605	1	0.34758676554144663
3423	MESH:D010524	4771	1	0.3475371842812689
1941	MESH:D005910	4609	1	0.347466304034042
2651	MESH:D011471	4477	1	0.3474408488821777
8034	MESH:D011085	3283	1	0.3474187987366908
9864	MESH:D053713	83844	1	0.347405696132263
11324	MESH:D010195	5645	1	0.3473879890169872
4822	MESH:D003924	3952	1	0.34733858599420697
10897	MESH:D001321	27185	1	0.3472484975505344
2002	MESH:D005910	10397	1	0.3471919199111348
4890	MESH:D003924	6514	1	0.34712606792137346
7856	MESH:D003876	90865	1	0.34710851964979017
9192	MESH:D050197	7056	1	0.3470202990342439
11817	MESH:D016584	5754	1	0.3468736678416944
4129	MESH:D008545	4436	1	0.3468001072343676
75	MESH:D019337	943	1	0.34679481003000723
7982	MESH:D013167	51752	1	0.3467679195626857
14895	MESH:D014846	7157	0	0.3467373777510797
1653	MESH:D001943	6790	1	0.3465572295083548
236	MESH:D019337	4005	1	0.34654923236811863
6367	MESH:D002446	3123	1	0.346467594822426
1459	MESH:D001943	2852	1	0.3463967087936752
5447	MESH:D001172	10563	1	0.34609592293008273
10874	MESH:D001321	9378	1	0.34609492627749683
4816	MESH:D003924	3643	1	0.3460830536480433
11742	MESH:D000740	10483	1	0.3460465413276317
4106	MESH:D008545	3845	1	0.34586439347017034
1645	MESH:D001943	6623	1	0.3458324055833369
9347	MESH:D007037	3479	1	0.3457256100150885
7358	MESH:D012559	255239	1	0.3457231246999112
1891	MESH:D005910	2173	1	0.34560918674468505
7780	MESH:D010300	65018	1	0.3454511914008527
5142	MESH:D003922	3039	1	0.3454408694455798
11058	MESH:D009290	3062	1	0.3453079159889629
7099	MESH:D001249	10800	1	0.3450192916082845
7168	MESH:D012559	1812	1	0.3449689353685547
12993	MESH:D001749	153090	0	0.3449493363787306
8627	MESH:D006973	10911	1	0.34494009073397097
2929	MESH:D011471	56924	1	0.34479430016798274
4792	MESH:D003924	3039	1	0.3447300247518615
6205	MESH:D009765	6319	1	0.3446898835126557
11225	MESH:D003866	627	1	0.34461993373988004
7198	MESH:D012559	2913	1	0.344561953961982
5430	MESH:D001172	8741	1	0.3444006702612
8999	MESH:D000690	23064	1	0.3442903570237144
1299	MESH:D010051	79728	1	0.3442559372254081
3007	MESH:D013274	864	1	0.3442447285755232
9851	MESH:D053713	9085	1	0.34411429816820155
2739	MESH:D011471	6716	1	0.3440910187142435
4842	MESH:D003924	4544	1	0.3440815823025219
6026	MESH:D009765	1071	1	0.34394183780074816
1235	MESH:D010051	5653	1	0.3439125585233253
22194	MESH:D001943	100133941	0	0.3438631212580185
11032	MESH:D007889	2099	1	0.3438572431702641
9184	MESH:D050197	6401	1	0.34381674564418
6335	MESH:D009765	129787	1	0.34381635872780725
5401	MESH:D001172	6775	1	0.3437827618442736
15655	MESH:D011471	5979	0	0.3437361145875697
3777	MESH:D003110	999	1	0.3437248225104065
6721	MESH:D008105	23225	1	0.3437153073384443
14238	MESH:D004938	4072	0	0.3436979207556539
6074	MESH:D009765	2641	1	0.3435501790586156
11255	MESH:D003866	121278	1	0.34351429623495244
6750	MESH:D014820	7299	1	0.34350477878293423
5444	MESH:D001172	9966	1	0.3433045093514377
7622	MESH:D006111	3119	1	0.34295717415357896
742	MESH:D007680	3845	1	0.34289381511154304
8472	MESH:D006973	4879	1	0.3428789865953414
11150	MESH:D054990	653509	1	0.3428750390668265
10592	MESH:D015535	149233	1	0.3428124121734509
3972	MESH:D008654	794	1	0.34278463954916283
6529	MESH:D008180	23495	1	0.3426743084193292
11287	MESH:D010195	2641	1	0.34265819921162416
7207	MESH:D012559	3350	1	0.34246838438114025
5214	MESH:D003922	26291	1	0.3424206531012949
4355	MESH:D005706	7157	1	0.3422809733226987
4765	MESH:D003924	1636	1	0.3421789321622962
1207	MESH:D010051	3845	1	0.34216185583308983
1924	MESH:D005910	3791	1	0.3420525483060477
5179	MESH:D003922	5078	1	0.3419256128327329
11360	MESH:D053040	259	1	0.3417875389584418
891	MESH:D010190	999	1	0.341718657746352
10637	MESH:D016640	56729	1	0.3416503025288063
2479	MESH:D011471	675	1	0.34154301016782385
11461	MESH:D001471	7157	1	0.3415202181937137
7290	MESH:D012559	9378	1	0.3415081129610621
3952	MESH:D001063	3855	1	0.3414813170096829
6249	MESH:D009765	8660	1	0.3414744271577176
1486	MESH:D001943	3169	1	0.3414138895871665
1432	MESH:D001943	2100	1	0.3413756314384977
3175	MESH:D013274	7291	1	0.3413522608724684
1612	MESH:D001943	5889	1	0.3413233819160375
6178	MESH:D009765	5346	1	0.3412932868165656
2300	MESH:D004938	51196	1	0.34128984854402306
1250	MESH:D010051	6928	1	0.3412760590813523
7882	MESH:D001714	2571	1	0.3412710328706749
2745	MESH:D011471	6790	1	0.3412568895758985
5025	MESH:D003093	3605	1	0.34121056362947016
15659	MESH:D007680	7403	0	0.3411948763323145
1251	MESH:D010051	6935	1	0.34100405713183896
7381	MESH:D008881	3356	1	0.34094105887964643
11801	MESH:D000740	164656	1	0.34093149550709423
5140	MESH:D003922	2641	1	0.3409092341624883
8042	MESH:D011085	3643	1	0.3408701436349402
9367	MESH:D007037	7252	1	0.3408688191251485
7306	MESH:D012559	10718	1	0.34079827074012736
3119	MESH:D013274	5290	1	0.3407453357525566
3213	MESH:D013274	11197	1	0.3407136122233573
5459	MESH:D001172	51561	1	0.3407120441249963
1559	MESH:D001943	4609	1	0.3407011909478886
6137	MESH:D009765	4023	1	0.340550871524259
11436	MESH:D010518	8600	1	0.3403912542630273
7570	MESH:D000544	10347	1	0.3403009754930562
4626	MESH:D009103	4155	1	0.3402910436987352
1214	MESH:D010051	4292	1	0.3402665840861028
11646	MESH:D000740	3240	1	0.3401898301888884
863	MESH:D007680	139285	1	0.3400164517620461
14601	MESH:D008545	55027	0	0.33993124407330355
10983	MESH:D002311	6262	1	0.3399156736963945
14756	MESH:D010051	199713	0	0.33985927761076123
1977	MESH:D005910	7015	1	0.33985572320442986
4367	MESH:D008577	2064	1	0.33984628335419875
19939	MESH:D004938	4586	0	0.33977547044139506
15307	MESH:D011471	79444	0	0.33969740065889353
10462	MESH:D007676	1471	1	0.33961926547872023
4373	MESH:D008577	5241	1	0.3395682651466472
1206	MESH:D010051	3732	1	0.3395395981655991
986	MESH:D010190	7039	1	0.3395395539600965
11367	MESH:D053040	6519	1	0.3393655357454036
20088	MESH:D011471	4233	0	0.3392765857273387
12338	MESH:D011471	4233	0	0.3392765857273387
1973	MESH:D005910	6657	1	0.3392365179324379
11195	MESH:D005879	1813	1	0.33904250002835784
6417	MESH:D008180	920	1	0.3389812919622078
2965	MESH:D011471	153090	1	0.3389110366445227
13570	MESH:D003922	2646	0	0.33888266532488026
6079	MESH:D009765	2688	1	0.3388534117524393
1450	MESH:D001943	2305	1	0.33880821607125183
4007	MESH:D008545	960	1	0.3387781550211401
3050	MESH:D013274	2272	1	0.33873382563962473
4921	MESH:D003924	7466	1	0.33873146549834643
10477	MESH:D007676	2056	1	0.3386656901779284
963	MESH:D010190	5728	1	0.3385218221411318
2900	MESH:D011471	29968	1	0.33843920555447704
2843	MESH:D011471	10397	1	0.3383103349422009
2374	MESH:D012468	7157	1	0.33826674020637776
825	MESH:D007680	10397	1	0.3382353433449548
10471	MESH:D007676	1636	1	0.3382104966744905
6842	MESH:D024821	2167	1	0.33778932158669583
8099	MESH:D011085	8660	1	0.3377517048699977
3745	MESH:D005134	5925	1	0.33766825825252145
2623	MESH:D011471	3732	1	0.33751926329336873
9054	MESH:D009080	1401	1	0.3374139205292074
11366	MESH:D053040	5741	1	0.3373745437798465
1929	MESH:D005910	4192	1	0.337350027171117
18113	MESH:D008180	4353	0	0.3372763014760716
3381	MESH:D001749	54474	1	0.3372736747690445
6452	MESH:D008180	3119	1	0.3372562117828405
10517	MESH:D007676	5741	1	0.3371999742717719
7372	MESH:D008881	773	1	0.3369991734062419
38	MESH:D019337	604	1	0.3369834644083106
11197	MESH:D005879	1815	1	0.3369818418703779
679	MESH:D007680	768	1	0.3368665632925098
1862	MESH:D005910	673	1	0.33678452738434844
20124	MESH:D019337	4864	0	0.3366394796112224
1018	MESH:D012878	673	1	0.3366352272965121
2138	MESH:D000310	6390	1	0.33653609586147964
2552	MESH:D011471	2146	1	0.3365163379192389
13252	MESH:D003093	4595	0	0.3364938797656701
8245	MESH:D006973	551	1	0.3364246605636665
8015	MESH:D011085	1588	1	0.33635954024942194
1283	MESH:D010051	11200	1	0.3363446475389707
8527	MESH:D006973	6296	1	0.33633128181833394
8085	MESH:D011085	6934	1	0.3362780677428878
1040	MESH:D012878	4286	1	0.3362626217585017
2318	MESH:D004938	339967	1	0.3361508934537714
13973	MESH:D001943	1029	0	0.3361094751117704
4149	MESH:D008545	5290	1	0.3360923020251608
11410	MESH:D010518	3606	1	0.3360866571126568
5213	MESH:D003922	26191	1	0.3360462443722939
7373	MESH:D008881	796	1	0.3359905945899023
8888	MESH:D005901	8266	1	0.335964657735398
6519	MESH:D008180	10318	1	0.33588484506179145
6445	MESH:D008180	2213	1	0.3358063923975241
3044	MESH:D013274	2067	1	0.3357724120273757
10590	MESH:D015535	64127	1	0.33561202298534315
7643	MESH:D006111	115352	1	0.3355966813440042
3013	MESH:D013274	1027	1	0.3355808527029411
9115	MESH:D050197	2167	1	0.33556529213900244
4032	MESH:D008545	1638	1	0.33556139377842825
1677	MESH:D001943	7291	1	0.33550761671802953
4141	MESH:D008545	5077	1	0.3354745162613731
3792	MESH:D003110	4163	1	0.3354286511552436
2590	MESH:D011471	3169	1	0.33538608301328426
11172	MESH:D001289	4128	1	0.33535960682053484
227	MESH:D019337	3718	1	0.33533236381142906
786	MESH:D007680	6598	1	0.33523845942363345
158	MESH:D019337	2624	1	0.3352259309419161
8114	MESH:D011085	11132	1	0.3352028943499327
1654	MESH:D001943	6794	1	0.3351627064554599
1604	MESH:D001943	5655	1	0.3349651684201036
7879	MESH:D001714	1815	1	0.3348685046516104
4508	MESH:D003424	9966	1	0.3347599694899975
16791	MESH:D009765	6927	0	0.33474681969221864
7015	MESH:D001249	3596	1	0.3347225736715487
7892	MESH:D001714	3350	1	0.3347039430657401
6082	MESH:D009765	2695	1	0.3344211052809948
4919	MESH:D003924	7352	1	0.3343956032575987
6865	MESH:D024821	4018	1	0.33435634473332965
10299	MESH:D006509	3440	1	0.3342344765608343
753	MESH:D007680	4585	1	0.3341344133637902
19814	MESH:D005923	9370	0	0.3339222110190537
7222	MESH:D012559	4128	1	0.33375684492452834
8127	MESH:D011085	51094	1	0.3337379516059355
10840	MESH:D001321	6532	1	0.3336302015901285
1913	MESH:D005910	3418	1	0.3335925147403866
5069	MESH:D003093	9966	1	0.3335852576817941
7801	MESH:D003876	2208	1	0.3335787960642261
6457	MESH:D008180	3458	1	0.3335632072619382
1096	MESH:D001859	2130	1	0.3335490245964229
8601	MESH:D006973	8862	1	0.3333189874450679
18196	MESH:D005910	7298	0	0.33329194238595145
2831	MESH:D011471	9687	1	0.3332288336173195
9352	MESH:D007037	5172	1	0.3331905869688491
2170	MESH:D004938	595	1	0.33302383442357325
894	MESH:D010190	1113	1	0.332957559916792
3103	MESH:D013274	4609	1	0.33294736695075106
7878	MESH:D001714	1814	1	0.3329262003405992
9843	MESH:D053713	5620	1	0.3328282178845736
4145	MESH:D008545	5133	1	0.33272184309318337
2356	MESH:D012468	4613	1	0.33261085610461616
989	MESH:D010190	7157	1	0.33253432394908017
11632	MESH:D000740	3039	1	0.3325306217210127
6273	MESH:D009765	11132	1	0.33250194267253674
9314	MESH:D010024	7421	1	0.3323982458304389
5758	MESH:D017202	4879	1	0.3323403652551866
7571	MESH:D000544	10452	1	0.3323323038732918
4114	MESH:D008545	4162	1	0.3322867015517731
4200	MESH:D008545	7306	1	0.33223986577999914
9259	MESH:D010024	1593	1	0.3322397388334701
6360	MESH:D002446	1493	1	0.3322157556547736
1753	MESH:D001943	11065	1	0.3321887477649039
11169	MESH:D001289	3351	1	0.3319996876000101
700	MESH:D007680	1499	1	0.3319590246779625
4824	MESH:D003924	3990	1	0.3318729858733848
9842	MESH:D053713	5619	1	0.33175416002222463
2494	MESH:D011471	999	1	0.33175259141057456
11002	MESH:D002311	8557	1	0.3316910424191717
10582	MESH:D015535	7124	1	0.3316686403536395
11071	MESH:D009290	7200	1	0.3310814930211434
11382	MESH:D053040	142680	1	0.3310694043725337
9403	MESH:D005922	712	1	0.33106623577955824
4934	MESH:D003924	10135	1	0.3309749468791868
10912	MESH:D001321	57502	1	0.3308859996631971
3887	MESH:D009373	132625	1	0.3307925925073074
1739	MESH:D001943	10397	1	0.33079161524509426
10955	MESH:D002311	1756	1	0.3306739923270133
7534	MESH:D000544	5649	1	0.3305574467552831
2471	MESH:D011471	595	1	0.3305225657153513
677	MESH:D007680	675	1	0.3305158554309729
7844	MESH:D003876	10850	1	0.33046805966952897
4782	MESH:D003924	2696	1	0.33034516477603026
11303	MESH:D010195	3630	1	0.3302978475675035
11167	MESH:D001289	2033	1	0.3301402594044757
8314	MESH:D006973	1906	1	0.3301248293663904
10630	MESH:D016640	5950	1	0.3300637449355183
3241	MESH:D013274	51741	1	0.33001516403742925
5436	MESH:D001172	9235	1	0.32988919879399586
21245	MESH:D010190	6678	0	0.3296460342766192
4406	MESH:D001650	4585	1	0.3296322470239724
952	MESH:D010190	5290	1	0.3296223258230335
777	MESH:D007680	6098	1	0.3296090148238468
10626	MESH:D016640	3952	1	0.32950952227304525
11247	MESH:D003866	8936	1	0.32942848101962463
6374	MESH:D002446	4153	1	0.329405235815725
6901	MESH:D024821	51085	1	0.3292888489744105
11373	MESH:D053040	10686	1	0.3291798078245181
5410	MESH:D001172	7128	1	0.3291770313435508
6271	MESH:D009765	10891	1	0.329143925651931
10974	MESH:D002311	4878	1	0.3290533909274404
2229	MESH:D004938	4233	1	0.32902554939800266
5863	MESH:D017202	7137	1	0.32901412571606875
1379	MESH:D001943	1027	1	0.3289490923327205
6458	MESH:D008180	3557	1	0.3289221216750384
2605	MESH:D011471	3480	1	0.32874944221250896
6464	MESH:D008180	3593	1	0.3286760504590709
9151	MESH:D050197	4353	1	0.3285697636457389
19103	MESH:D010051	2956	0	0.3284655744801393
9856	MESH:D053713	50511	1	0.32845589259527075
4918	MESH:D003924	7351	1	0.3284212154925179
11105	MESH:D002971	5083	1	0.3284192966981284
4377	MESH:D008577	6598	1	0.3283706856267341
4830	MESH:D003924	4160	1	0.3283229582786468
10989	MESH:D002311	6901	1	0.32821114375068783
5271	MESH:D001172	973	1	0.3280687040888539
5356	MESH:D001172	4322	1	0.32804467296658274
11376	MESH:D053040	23562	1	0.3279886195649329
5331	MESH:D001172	3569	1	0.32790363876234097
1002	MESH:D010190	10397	1	0.32783592076555496
22029	MESH:D011471	11186	0	0.3277923743781223
